Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Actual_Units,EU_Sales_Actual_Units,JP_Sales_Actual_Units,Other_Sales_Actual_Units,Global_Sales_Actual_Units,Critic_Score,Critic_Count,User_Score,User_Count,Average_Score,Developer,Developer_Copied,Rating
Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0,0,0,0.01,"10,000",0,0,0,"10,000",58,6,8,4,66.8,Aspyr,Aspyr,E10+
Mega Brain Boost,DS,2008,Puzzle,Majesco Entertainment,0.01,0,0,0,0.01,"10,000",0,0,0,"10,000",48,10,,,48.0,Interchannel-Holon,Interchannel-Holon,E
Wii Sports Resort,Wii,2009,Sports,Nintendo,15.61,10.93,3.28,2.95,32.77,"15,610,000","10,930,000","3,280,000","2,950,000","32,770,000",80,73,8,192,80.0,Nintendo,Nintendo,E
New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24,28.32,"14,440,000","6,940,000","4,700,000","2,240,000","28,320,000",87,80,8.4,594,84.4,Nintendo,Nintendo,E
Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,8.49,2.53,1.77,21.79,"9,010,000","8,490,000","2,530,000","1,770,000","21,790,000",80,33,7.4,52,76.3,Nintendo,Nintendo,E
Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.59,0.08,1.28,13.47,"8,520,000","3,590,000","80,000","1,280,000","13,470,000",94,100,6.3,2698,64.1,Infinity Ward,Infinity Ward,M
Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.64,0.38,1.6,10.6,"4,990,000","3,640,000","380,000","1,600,000","10,600,000",94,67,6.3,2073,64.0,Infinity Ward,Infinity Ward,M
The Sims 3,PC,2009,Simulation,Electronic Arts,0.99,6.42,0,0.6,8.01,"990,000","6,420,000",0,"600,000","8,010,000",86,75,7.6,886,76.8,The Sims Studio,The Sims Studio,T
Just Dance,Wii,2009,Misc,Ubisoft,3.48,2.99,0,0.73,7.2,"3,480,000","2,990,000",0,"730,000","7,200,000",49,21,8,110,75.0,Ubisoft Paris,Ubisoft Paris,E10+
Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66,"3,270,000","2,200,000","210,000","980,000","6,660,000",96,105,8.8,5187,88.2,Naughty Dog,Naughty Dog,T
Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,"4,340,000","1,340,000","60,000","610,000","6,340,000",83,94,7.1,1163,71.9,"Bungie Software, Bungie","Bungie Software, Bungie",M
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,"630,000","670,000","4,350,000","150,000","5,780,000",87,65,8.8,197,87.8,Level 5,Level 5,E10+
Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,"2,540,000","1,930,000","210,000","860,000","5,550,000",91,70,8.6,1202,86.3,Ubisoft Montreal,Ubisoft Montreal,M
Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,"2,990,000","1,900,000","100,000","500,000","5,490,000",92,90,8,516,81.8,Turn 10,Turn 10,E
Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,"1,740,000","1,210,000","1,870,000","510,000","5,330,000",83,83,7.3,2483,73.3,Square Enix,Square Enix,T
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,"3,110,000","1,550,000","80,000","510,000","5,260,000",90,82,8.8,1305,88.1,Ubisoft Montreal,Ubisoft Montreal,M
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.41,1.08,0.64,5.09,"1,960,000","1,410,000","1,080,000","640,000","5,090,000",84,76,7.5,667,75.9,Capcom,Capcom,M
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,"2,240,000","1,310,000","70,000","610,000","4,230,000",91,70,8.9,1122,89.1,Rocksteady Studios,Rocksteady Studios,T
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,"2,030,000","1,040,000","580,000","520,000","4,160,000",94,61,7.3,330,76.3,Capcom,Capcom,T
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,"2,670,000","870,000","50,000","380,000","3,970,000",89,76,8.6,681,86.3,Valve Software,Valve Software,M
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,"2,090,000","1,350,000","60,000","400,000","3,900,000",81,27,8.7,39,84.5,EA Canada,EA Canada,E
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,"600,000","2,450,000","50,000","520,000","3,620,000",91,56,7.6,203,79.2,EA Sports,EA Sports,E
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,"2,110,000","930,000","120,000","340,000","3,500,000",83,91,7.5,523,76.2,Capcom,Capcom,M
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,"2,200,000","950,000","20,000","310,000","3,480,000",92,78,8.7,1080,87.3,Rocksteady Studios,Rocksteady Studios,T
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,"2,400,000","710,000","30,000","290,000","3,440,000",84,83,8.2,715,82.2,Gearbox Software,Gearbox Software,M
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,"1,400,000","910,000","740,000","260,000","3,310,000",87,75,7.8,228,80.2,Nintendo,Nintendo,E10+
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,"1,400,000","1,060,000","80,000","470,000","3,010,000",91,94,8.1,1505,81.6,Guerrilla,Guerrilla,M
Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,"1,820,000","700,000","150,000","260,000","2,940,000",93,77,7.3,292,77.2,Capcom,Capcom,T
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,"1,760,000","680,000","120,000","370,000","2,930,000",85,98,8.3,1172,83.2,Sucker Punch,Sucker Punch,T
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83,"2,520,000","90,000",0,"220,000","2,830,000",85,58,6.1,90,70.4,EA Tiburon,EA Tiburon,E
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,"1,200,000","970,000","170,000","420,000","2,750,000",79,63,7.4,211,75.1,Namco Bandai Games,Namco Bandai Games,T
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,"280,000","1,390,000","680,000","320,000","2,670,000",83,58,8.7,52,84.9,Level 5,Level 5,E10+
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,"690,000","1,400,000","40,000","520,000","2,650,000",84,55,6.9,113,73.9,Slightly Mad Studios,Slightly Mad Studios,E
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62,"1,540,000","800,000","40,000","240,000","2,620,000",82,92,7.2,454,73.7,Ensemble Studios,Ensemble Studios,T
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,"590,000","1,790,000","10,000","230,000","2,620,000",90,63,7.5,133,79.8,EA Sports,EA Sports,E
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6,"1,700,000","440,000","60,000","400,000","2,600,000",91,50,8.7,529,87.3,Bluepoint Games,Bluepoint Games,M
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,"1,760,000","550,000","30,000","220,000","2,560,000",86,68,7.9,725,79.6,BioWare,BioWare,M
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.22,0.01,0.67,2.54,"640,000","1,220,000","10,000","670,000","2,540,000",87,68,7.8,98,81.7,"SCE/WWS, Media Molecule","SCE/WWS, Media Molecule",E10+
Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0,0.21,2.37,"2,030,000","130,000",0,"210,000","2,370,000",85,41,6.8,58,75.0,EA Tiburon,EA Tiburon,E
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,"300,000","1,270,000","460,000","260,000","2,280,000",78,42,6.7,76,70.9,Konami,Konami,E
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.6,0,0.31,2.26,"1,340,000","600,000",0,"310,000","2,260,000",80,35,8.6,43,83.3,Backbone Entertainment,Backbone Entertainment,E10+
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22,"650,000","400,000","1,050,000","110,000","2,220,000",84,70,8.6,219,85.5,Capcom,Capcom,T
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.67,0.3,0.02,0.18,2.16,"1,670,000","300,000","20,000","180,000","2,160,000",79,72,7.6,110,77.2,5TH Cell,5TH Cell,E10+
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.49,0.46,0,0.18,2.12,"1,490,000","460,000",0,"180,000","2,120,000",62,5,5.2,54,52.8,Ubisoft,Ubisoft,E
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.6,0,0.29,2.09,"1,200,000","600,000",0,"290,000","2,090,000",83,58,7.9,427,79.5,Gearbox Software,Gearbox Software,M
UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0,0.19,2.06,"1,480,000","390,000",0,"190,000","2,060,000",83,68,7.9,51,81.3,Yuke's,Yuke's,T
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,"1,060,000","260,000","530,000","130,000","1,980,000",75,53,7.8,162,77.3,h.a.n.d. Inc.,h.a.n.d. Inc.,E10+
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,"730,000","960,000","10,000","220,000","1,910,000",83,75,6.5,134,71.5,Slightly Mad Studios,Slightly Mad Studios,E
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,"1,040,000","660,000",0,"180,000","1,880,000",49,15,6.6,13,56.9,Papaya Studios,Papaya Studios,E
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.32,0.37,0,0.15,1.84,"1,320,000","370,000",0,"150,000","1,840,000",80,4,4.5,8,56.7,Altron,Altron,E
Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,"970,000","330,000","350,000","170,000","1,820,000",89,81,8.9,1441,89.0,From Software,From Software,M
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,"1,070,000","440,000","10,000","240,000","1,760,000",84,58,8.1,47,82.7,THQ,THQ,T
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0,0.15,1.71,"1,170,000","390,000",0,"150,000","1,710,000",89,25,8.9,43,89.0,Harmonix Music Systems,Harmonix Music Systems,T
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7,"230,000","240,000",0,"1,230,000","1,700,000",,,8.4,9,84.0,EA Sports,EA Sports,E
Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0,0,0.12,1.69,"1,580,000",0,0,"120,000","1,690,000",,,7.8,4,78.0,Activision,Activision,T
Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.4,0.16,0,0.12,1.68,"1,400,000","160,000",0,"120,000","1,680,000",37,4,,,37.0,Farsight Studios,Farsight Studios,E
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,"960,000","420,000","80,000","210,000","1,670,000",87,41,7.9,597,79.5,BioWare,BioWare,M
Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,"100,000","180,000","120,000","1,160,000","1,570,000",,,8.1,15,81.0,Konami,Konami,E
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.57,0.43,0.44,0.12,1.56,"570,000","430,000","440,000","120,000","1,560,000",54,26,9,133,84.1,ChunSoft,ChunSoft,E
Guitar Hero 5,Wii,2009,Misc,Activision,0.92,0.48,0,0.15,1.55,"920,000","480,000",0,"150,000","1,550,000",89,25,6.9,49,75.8,Vicarious Visions,Vicarious Visions,T
Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.4,0,0.2,1.52,"920,000","400,000",0,"200,000","1,520,000",88,46,7.6,95,79.9,EA Canada,EA Canada,T
Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.43,0,0.13,1.41,"850,000","430,000",0,"130,000","1,410,000",79,45,8.5,40,81.8,Backbone Entertainment,Backbone Entertainment,E10+
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.33,0,0.13,1.4,"950,000","330,000",0,"130,000","1,400,000",87,76,8.1,86,83.8,EA Canada,EA Canada,T
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.9,0.38,0,0.12,1.4,"900,000","380,000",0,"120,000","1,400,000",72,13,6.1,14,66.3,Traveller's Tales,Traveller's Tales,E10+
Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.26,0.02,0,0.1,1.38,"1,260,000","20,000",0,"100,000","1,380,000",60,6,6.7,7,63.8,Now Production,Now Production,E
Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.7,0.52,0,0.13,1.35,"700,000","520,000",0,"130,000","1,350,000",63,16,6.3,6,63.0,Electronic Arts,Electronic Arts,E
Gardening Mama,DS,2009,Puzzle,505 Games,0.79,0.42,0.01,0.13,1.35,"790,000","420,000","10,000","130,000","1,350,000",60,17,9.3,4,66.3,Taito Corporation,Taito Corporation,E
Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.58,0.56,0.05,0.14,1.32,"580,000","560,000","50,000","140,000","1,320,000",93,85,8.3,280,85.3,Rockstar Leeds,Rockstar Leeds,M
[Prototype],X360,2009,Action,Activision,0.84,0.35,0,0.12,1.31,"840,000","350,000",0,"120,000","1,310,000",78,83,7.8,356,78.0,Radical Entertainment,Radical Entertainment,M
The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0,0.11,1.3,"970,000","230,000",0,"110,000","1,300,000",89,76,8.6,127,87.1,Harmonix Music Systems,Harmonix Music Systems,T
Tekken 6,X360,2009,Fighting,Namco Bandai Games,0.71,0.41,0.05,0.12,1.3,"710,000","410,000","50,000","120,000","1,300,000",80,59,7,132,73.1,"Namco Bandai Games America, Namco Bandai Games","Namco Bandai Games America, Namco Bandai Games",T
Deal or No Deal,Wii,2009,Misc,Zoo Games,1.2,0,0,0.09,1.29,"1,200,000",0,0,"90,000","1,290,000",56,4,5,5,52.7,Artefacts Studio,Artefacts Studio,E
LEGO Battles,DS,2009,Strategy,Warner Bros. Interactive Entertainment,0.77,0.37,0,0.11,1.25,"770,000","370,000",0,"110,000","1,250,000",65,29,8.9,51,80.3,Hellbent Games,Hellbent Games,E
[Prototype],PS3,2009,Action,Activision,0.65,0.4,0,0.19,1.24,"650,000","400,000",0,"190,000","1,240,000",79,53,7.7,308,77.3,Radical Entertainment,Radical Entertainment,M
Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.47,0.05,0.28,1.23,"430,000","470,000","50,000","280,000","1,230,000",63,38,7.2,69,68.8,Griptonite Games,Griptonite Games,M
Bayonetta,PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,"440,000","390,000","210,000","160,000","1,210,000",87,54,7.7,355,78.3,Nex Entertainment,Nex Entertainment,M
LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.65,0.42,0,0.11,1.18,"650,000","420,000",0,"110,000","1,180,000",59,4,,,59.0,TT Fusion,TT Fusion,E
PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,0.53,0.16,0.42,0.06,1.17,"530,000","160,000","420,000","60,000","1,170,000",62,22,7.2,36,68.2,Creatures Inc.,Creatures Inc.,E
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,"480,000","480,000","10,000","200,000","1,170,000",81,38,8.1,55,81.0,Yuke's,Yuke's,T
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15,"150,000","670,000","10,000","310,000","1,150,000",83,9,7.9,14,80.6,EA Sports,EA Sports,E
EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.76,0.27,0,0.1,1.13,"760,000","270,000",0,"100,000","1,130,000",80,15,,,80.0,Electronic Arts,Electronic Arts,E
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0,0.11,1.13,"650,000","370,000",0,"110,000","1,130,000",85,69,6.8,108,74.6,Neversoft Entertainment,Neversoft Entertainment,T
Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.25,0.74,0,0.14,1.12,"250,000","740,000",0,"140,000","1,120,000",78,50,8.3,32,80.0,Ubisoft Montpellier,Ubisoft Montpellier,E10+
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0,0.54,1.12,"280,000","300,000",0,"540,000","1,120,000",71,4,2.6,10,38.9,BudCat,BudCat,T
Yakuza 3,PS3,2009,Action,Sega,0.21,0.2,0.62,0.08,1.12,"210,000","200,000","620,000","80,000","1,120,000",79,77,8.1,165,80.4,Ryu ga Gotoku Studios,Ryu ga Gotoku Studios,M
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.29,0,0.15,1.12,"670,000","290,000",0,"150,000","1,120,000",88,60,8.7,59,87.5,Harmonix Music Systems,Harmonix Music Systems,T
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.39,0,0.17,1.09,"530,000","390,000",0,"170,000","1,090,000",86,54,5.7,87,68.1,Neversoft Entertainment,Neversoft Entertainment,T
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.64,0.34,0.01,0.1,1.09,"640,000","340,000","10,000","100,000","1,090,000",54,51,6.9,198,65.9,Sonic Team,Sonic Team,E10+
Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,"820,000","170,000","10,000","90,000","1,090,000",84,70,8,72,82.0,EA Black Box,EA Black Box,T
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0,0.1,1.08,"10,000","970,000",0,"100,000","1,080,000",90,62,6.9,2981,69.4,Creative Assembly,Creative Assembly,T
WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ,0.53,0.01,0,0.54,1.07,"530,000","10,000",0,"540,000","1,070,000",,,7.7,31,77.0,Yuke's,Yuke's,T
Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0,0.11,1.07,"600,000","360,000",0,"110,000","1,070,000",88,44,8.8,57,88.0,EA Tiburon,EA Tiburon,E
MySims Agents,DS,2009,Adventure,Electronic Arts,0.54,0.42,0,0.11,1.07,"540,000","420,000",0,"110,000","1,070,000",60,5,,,60.0,TOSE,TOSE,E
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,"280,000","490,000","30,000","270,000","1,060,000",90,77,7.3,146,78.9,Rockstar Leeds,Rockstar Leeds,M
DJ Hero,X360,2009,Misc,Activision,0.56,0.39,0,0.11,1.06,"560,000","390,000",0,"110,000","1,060,000",84,72,8,42,82.5,FreeStyleGames,FreeStyleGames,T
Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,0.46,0.31,0.2,0.09,1.05,"460,000","310,000","200,000","90,000","1,050,000",75,55,8,60,77.6,Cavia Inc.,Cavia Inc.,M
WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,"560,000","370,000","10,000","100,000","1,040,000",80,59,8.4,36,81.5,Yuke's,Yuke's,T
MySims Agents,Wii,2009,Adventure,Electronic Arts,0.61,0.32,0,0.1,1.03,"610,000","320,000",0,"100,000","1,030,000",78,28,8.6,28,82.0,Electronic Arts,Electronic Arts,E
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0,0.29,1.02,"160,000","570,000",0,"290,000","1,020,000",79,58,8.8,39,82.6,Bigbig Studios,Bigbig Studios,T
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0,0.09,1.02,"620,000","310,000",0,"90,000","1,020,000",71,41,7.4,25,72.1,Traveller's Tales,Traveller's Tales,E10+
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1,"930,000",0,0,"70,000","1,000,000",67,12,4.5,6,59.7,EA Salt Lake,EA Salt Lake,E10+
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0,0.19,0.99,"270,000","520,000",0,"190,000","990,000",87,63,8.2,94,84.0,Codemasters,Codemasters,T
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,"350,000","520,000","40,000","80,000","990,000",70,35,8.2,20,74.4,SCEE London Studio,SCEE London Studio,E
Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.29,0,0.09,0.99,"610,000","290,000",0,"90,000","990,000",58,7,,,58.0,Incinerator Games,Incinerator Games,E
FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.64,0,0.11,0.98,"230,000","640,000",0,"110,000","980,000",75,21,6.2,17,69.2,EA Sports,EA Sports,E
Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0,0,0.1,0.98,"880,000",0,0,"100,000","980,000",,,7.2,6,72.0,EA Tiburon,EA Tiburon,E
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97,"880,000","20,000",0,"80,000","970,000",82,46,7.6,34,79.5,Visual Concepts,Visual Concepts,E
Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.26,0,0.09,0.97,"620,000","260,000",0,"90,000","970,000",82,88,8,268,80.5,Double Fine Productions,Double Fine Productions,M
Band Hero,Wii,2009,Misc,Activision,0.59,0.29,0,0.09,0.97,"590,000","290,000",0,"90,000","970,000",79,20,6.6,15,73.4,Vicarious Visions,Vicarious Visions,E10+
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94,"870,000",0,0,"70,000","940,000",83,26,6.7,37,73.6,EA Tiburon,EA Tiburon,E
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0,0.13,0.94,"540,000","270,000",0,"130,000","940,000",83,61,7.6,162,77.9,Double Fine Productions,Double Fine Productions,M
Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.69,0.17,0,0.08,0.94,"690,000","170,000",0,"80,000","940,000",47,15,4.5,21,45.8,Buzz Monkey,Buzz Monkey,E10+
Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.4,0.43,0,0.1,0.93,"400,000","430,000",0,"100,000","930,000",85,20,8.6,17,85.5,Neversoft Entertainment,Neversoft Entertainment,T
Bayonetta,X360,2009,Action,Sega,0.51,0.25,0.09,0.08,0.93,"510,000","250,000","90,000","80,000","930,000",90,86,8,597,81.3,PlatinumGames,PlatinumGames,M
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,"360,000","450,000","20,000","100,000","930,000",77,47,7.8,112,77.7,Codemasters,Codemasters,M
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,"230,000","460,000","50,000","170,000","910,000",76,42,6.5,53,69.9,Codemasters,Codemasters,M
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,"680,000","150,000",0,"80,000","900,000",73,75,7.3,82,73.0,Vicarious Visions,Vicarious Visions,T
MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.25,0,0.12,0.9,"520,000","250,000",0,"120,000","900,000",74,44,7.4,10,74.0,Rainbow Studios,Rainbow Studios,E
DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0,0.14,0.9,"420,000","340,000",0,"140,000","900,000",86,53,7.8,49,82.2,FreeStyleGames,FreeStyleGames,T
Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.21,0.89,"270,000","350,000","50,000","210,000","890,000",81,67,8.1,84,81.0,Sony Bend,Sony Bend,M
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.29,0,0.13,0.89,"470,000","290,000",0,"130,000","890,000",70,25,7.1,16,70.4,Traveller's Tales,Traveller's Tales,E10+
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0,0.09,0.88,"10,000","790,000",0,"90,000","880,000",86,40,4.2,6430,42.3,Infinity Ward,Infinity Ward,M
Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,"350,000","370,000","10,000","150,000","880,000",78,47,7.8,91,78.0,Techland,Techland,M
F1 2009,Wii,2009,Racing,Codemasters,0.15,0.62,0,0.11,0.87,"150,000","620,000",0,"110,000","870,000",69,29,7.2,30,70.5,Sumo Digital,Sumo Digital,E
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87,"80,000","110,000","620,000","60,000","870,000",69,27,8.1,35,75.8,Alfa System,Alfa System,T
Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,"480,000","290,000","10,000","90,000","870,000",85,84,8.1,237,82.0,Volition Inc.,Volition Inc.,M
Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.08,0.86,"590,000","200,000",0,"80,000","860,000",58,7,,,58.0,Disney Interactive Studios,Disney Interactive Studios,E
Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.59,0.2,0,0.07,0.86,"590,000","200,000",0,"70,000","860,000",76,29,8.5,28,80.4,Red Fly Studio,Red Fly Studio,E10+
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.46,0.21,0.12,0.06,0.86,"460,000","210,000","120,000","60,000","860,000",76,42,8.5,26,79.4,Arika,Arika,E10+
Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85,"520,000","160,000","80,000","100,000","850,000",83,52,7.7,115,78.9,Team Ninja,Team Ninja,M
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.3,0.02,0.09,0.85,"440,000","300,000","20,000","90,000","850,000",78,65,8.7,95,83.3,Headstrong Games,Headstrong Games,M
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.36,0,0.14,0.84,"340,000","360,000",0,"140,000","840,000",78,74,7.9,96,78.6,Terminal Reality,Terminal Reality,T
NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,"750,000","10,000","10,000","70,000","840,000",83,30,7.8,39,80.2,Visual Concepts,Visual Concepts,E
